python-userpath 1.9.2-3
python-wcwidth 0.2.13-3
python-wheel 0.45.1-1
python-yaml 6.0.2-2
qflipper 1.3.3-2
qhull 2020.2-5
qrencode 4.1.1-3
qt5-base 5.15.16+kde+r130-4
qt5-translations 5.15.16-3
qt6-5compat 6.8.3-1
qt6-base 6.8.3-1
qt6-declarative 6.8.3-1
qt6-serialport 6.8.3-1
qt6-shadertools 6.8.3-1
qt6-svg 6.8.3-1
qt6-tools 6.8.3-1
qt6-translations 6.8.3-1
qt6-wayland 6.8.3-1
raptor 2.0.16-6
rav1e 0.7.1-1
re2 1:20240702-4
readline 8.2.013-1
rebuild-detector 4.4.5-1
reflector 2023-3
reflector-simple 2024.8.1-1
rhash 1.4.4-1
ripgrep 14.1.1-1
rpcbind 1.2.7-2
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
run-parts 5.17-1
runc 1.2.6-1
s-nail 14.9.24-2
sbc 2.0-2
sd 1.0.0-1
sdl2-compat 2.32.52-1
sdl3 3.2.8-1
seatd 0.9.1-1
sed 4.9-3
serd 0.32.4-1
sg3_utils 1.48-1
shaderc 2025.1-1
shadow 4.17.4-1
shared-mime-info 2.4-1
shiboken6 6.8.3-1
slang 2.3.3-3
smartmontools 7.4-2
smbclient 2:4.22.0-1
snappy 1.2.1-2
sndio 1.10.0-1
sof-firmware 2025.01-1
soqt 1.6.1-2
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
spandsp 0.0.6-5
spdlog 1.15.1-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.309.0-1
sqlite 3.49.1-1
sratom 0.6.18-1
srt 1.5.4-1
startup-notification 0.12-8
steam 1.0.0.82-1
stoken 0.92-4
sudo 1.9.16.p2-2
sushi 46.0-2
svt-av1 3.0.1-1
svt-hevc 1.5.1-3
sysfsutils 2.1.1-2
sysprof 48.0-1
systemd 257.4-1
systemd-libs 257.4-1
systemd-resolvconf 257.4-1
systemd-sysvcompat 257.4-1
t2fanrd r9.68859ca-1
taglib 2.0.2-1
talloc 2.4.3-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.13-1
tecla 48.0.2-1
tevent 1:0.16.2-1
texinfo 7.2-1
thin-provisioning-tools 1.1.0-1
tiny-dfr r87.a022fed-1
tinysparql 3.9.1-1
tk 8.6.16-1
tldr 3.3.0-2
tomlplusplus 3.4.0-1
totem 43.1-1
totem-pl-parser 3.26.6+r30+g51b8439-1
tpm2-tss 4.1.3-1
tree-sitter 0.25.3-1
tree-sitter-c 0.23.5-1
tree-sitter-lua 0.2.0-1
tree-sitter-markdown 0.3.1-1
tree-sitter-query 0.5.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-liberation 2.1.5-2
ttf-opensans 3.003-1
ttf-ubuntu-font-family 1:0.83-2
twolame 0.4.0-4
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.10.1-5
unibilium 2.1.2-1
unrar 1:7.1.6-1
unzip 6.0-22
upower 1.90.7-1
usb_modeswitch 2.6.2-1
usbmuxd 1.1.1-4
usbutils 018-1
usd 25.02.a-1
util-linux 2.41-3
util-linux-libs 2.41-3
v4l-utils 1.28.1-2
vapoursynth R70-2
verdict 1.4.2-1
vi 1:070224-6
vid.stab 1.1.1-2
vim 9.1.1236-1
vim-runtime 9.1.1236-1
visual-studio-code-bin 1.98.2-1
vmaf 3.0.0-1
volume_key 0.3.12-10
vpnc 1:0.5.3.r539.r239-1
vte-common 0.80.0-1
vte3 0.80.0-1
vte4 0.80.0-1
vtk 9.4.1-5
vulkan-headers 1:1.4.309.0-1
vulkan-icd-loader 1.4.309.0-1
wavpack 5.8.1-1
waybar 0.12.0-1
wayland 1.23.1-1
wayland-protocols 1.42-1
webkit2gtk 2.48.0-1
webkit2gtk-4.1 2.48.0-1
webkitgtk-6.0 2.48.0-1
webrtc-audio-processing-1 1.3-4
welcome 25.3.1-1
wget 1.25.0-2
which 2.23-1
whois 5.5.23-1
wildmidi 0.4.6-1
wireplumber 0.5.8-1
woff2 1.0.2-5
wpa_supplicant 2:2.11-3
wtf 20230906-1
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xbitmaps 1.1.3-2
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.0-1
xdg-desktop-portal-gnome 48.0-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xerces-c 3.3.0-2
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 23.0.0-2
xfsprogs 6.13.0-1
xkeyboard-config 2.44-1
xl2tpd 1.3.18-2
xmlsec 1.3.7-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.16-1
xorg-server-common 21.1.16-1
xorg-server-xvfb 21.1.16-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xdpyinfo 1.3.4-2
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkill 1.0.6-2
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.6-1
xorgproto 2024.1-2
xterm 397-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.0-1
yad 14.1-2.1
yaml-cpp 0.8.0-2
yay 12.4.2-1
yt-dlp 2025.03.27-1
zbar 0.23.93-4
zenity 4.1.90-1
zeromq 4.3.5-2
zimg 3.0.5-1
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-4
